#,What age range do you have?,What is your gender?,Other,Where are you from?,Other.1,When did you join Remitano?,Buy Coins,Sell Coins,Withdraw coins,Deposit Coins,Swap,Invest,Read articles on Forum,Participate in minigame on Forum,Not using any of the above features,Used all,Have you know about Altcoins?,Name at least 1 Altcoin you have known 🧐,Altcoins,BTC,ETH,USDT,LTC,XRP,BCH,"If you could only choose 1 coin, which one would you invest? (choose only 1)","Because there are more risks (scam, fraud) than Bitcoin or top coin.",Because I got difficulty to own and store Altcoins.,Because of low liquidity.,Because I have a litte money.,Because I am lack of information about potential Altcoins.,Because the crypto exchange platforms I'm using don't have the Altcoins which I want to buy.,Because the budget of crypto market is very small in my portfolio.,Other.2,What will help you change your mind and be willing to invest Altcoin?,Why did you choose to invest Altcoins?,How many percentage of total budget are you going to invest in Altcoin? (type the number 0 - 100),What is your strategy in the altcoin investment ? (choose only 1),Other.3,Where do you store your altcoin? (choose only 1),Other.4,I got difficulties in owning and storing Altcoins.,The exchange is low liquidity.,I have low invest budget,I am lack of information about potential Altcoins.,The crypto exchange platforms I'm using don't have the Altcoins which I want to buy.,The budget of crypto market is very small in my portfolio.,"There are more risks (scam, fraud) than Bitcoin or top coin.",Other.5,Which is the most difficult thing? (choose 1),Other.6,"Name the most potential Altcoins you can't miss, you should invest now.",How did you buy Altcoins?,What is the most difficult thing about buying Altcoins?,"If you have Altcoin, how did you sell Altcoins?",What is the most difficult thing about selling Altcoin?,"In your opinion, what should Remitano do to help you trade Altcoins easily?","I can buy/sell all Altcoins at ""P2P exchange"".","I can ""Swap"" from BTC / ETH / UST to all Altcoins and vice versa.","I can ""Swap"" from my fiat-currency to all Altcoins and vice versa.","I can ""Invest"" in all Altcoins.","I can store and deposit/withdraw all altcoins in ""Remitano wallet"".",I can add my new Altcoin (which I create) on Remitano system.,"I can buy/sell all Altcoins at ""P2P exchange""..1","I can ""Swap"" from BTC / ETH / UST to all Altcoins and vice versa..1","I can ""Swap"" from my fiat-currency to all Altcoins and vice versa..1","I can ""Invest"" in all Altcoins..1","I can store and deposit/withdraw all altcoins in ""Remitano wallet""..1",I can add my new Altcoin (which I create) on Remitano system..1,"If there is only 1 vote, which one do you prefer?",Coinbas và Coinbase Pro,Bittrex,Changelly,Binance,Kraken,BitMEX,KuCoin,Huobi Pro,Bitpanda,Remitano,Other.7,Why did you choose this crypto exchange?,Start Date (UTC),Submit Date (UTC),Network ID,country,crypto exchange
gk9nith080p2lpc5fkgk9nit9ttuu12s,26 - 30,Male,,Malaysia,,2020,1,0,0,0,0,1,0,0,0,0,Yes,Stablecoins,1,0,0,0,0,0,0,USDT,0,0,0,0,0,0,0,0,,Stable invest,50,Medium-term investment 6 months - 1 year,,"Do not store Altcoins, I change them to the main coin.",,0,0,0,1,0,0,0,0,The crypto exchange platforms I'm using don't have the Altcoins which I want to buy.,,Stablecoins,Online platform,Lack of info,Online platform,Online platform. You had asked too much,Stop asking so many question and waste my time,1,1,0,0,0,0,5,5,5,5,5,5,"I can ""Swap"" from BTC / ETH / UST to all Altcoins and vice versa.",0,0,0,0,0,0,0,1,0,0,0,Friend recommend,10/4/20 7:31,10/4/20 7:40,c1c80510e8,Malaysia,1
bc0ddwnb3wppafzk1bc0dwhinvvidj3k,26 - 30,Male,,Malaysia,,2020,1,0,0,0,0,1,0,0,0,0,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,10/4/20 7:30,10/4/20 7:31,c1c80510e8,Malaysia,0
l2ckgh1og43rff0csl2nk6egue16lzin,18 - 25,Male,,Nigeria,,2020,1,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,10/4/20 7:27,10/4/20 7:28,6b184e870c,Nigeria,0
va0kl7h3xcwsdisipa1q59rva0kl7hco,31 - 40,Male,,India,,2019,1,0,0,0,0,0,0,0,0,0,Yes,ripple,0,1,0,0,0,0,0,BTC,1,0,0,0,0,0,0,0,Yes,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,Ok,0,0,0,1,0,0,7,7,7,7,7,7,"I can buy/sell all Altcoins at ""P2P exchange"".",0,0,0,0,0,0,0,0,0,0,0,,10/4/20 7:04,10/4/20 7:09,cde9606a90,India,0
cbqygb8nytq6q12pjcbq19wrqlpseh4e,> 40,Male,,Others,Nepal,2020,0,0,0,0,0,0,0,0,0,1,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,10/4/20 6:28,10/4/20 6:32,df7cc36e4e,Nepal,0
xyvmkgqoz00mv6d36xyvmkg4mf3wogar,18 - 25,Male,,Nigeria,,2020,0,1,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,10/4/20 5:45,10/4/20 5:46,5a4c0c1817,Nigeria,0
mfzsqyraoieomnj5msu3mfzsqyrqruvu,26 - 30,Male,,Nigeria,,2020,0,1,0,0,0,1,0,0,0,0,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,10/4/20 5:43,10/4/20 5:44,5a4c0c1817,Nigeria,0
gmdsscwrgj5fa1cgm5biyv97358hbf05,18 - 25,Male,,Others,Bangladesh,2020,0,0,0,0,0,0,0,0,0,1,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,10/4/20 4:09,10/4/20 4:11,42285c5243,Bangladesh,0
ek56lkjwg98hvgn8vek56lkh7zdz445l,31 - 40,Male,,Vietnam,,2020,0,1,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,10/4/20 3:41,10/4/20 3:42,4de4c4494b,Vietnam,0
47fpfrg83xabfqs47fpsumvtr0hbkbei,31 - 40,Male,,Malaysia,,2018,1,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,10/4/20 1:48,10/4/20 1:50,8300747652,Malaysia,0
wg5wljrrjow6abz4rvtwg5wljf40a5ie,26 - 30,Male,,Vietnam,,2020,0,0,0,0,0,0,1,0,0,0,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,10/4/20 1:30,10/4/20 1:34,14c111c140,Vietnam,0
wyvtdepnanfbjlgh8sh3wyvtd73h5ulx,26 - 30,Male,,India,,2020,1,1,1,1,1,1,0,0,0,0,Yes,Bitcoin,0,1,0,0,0,0,0,BTC,1,0,0,0,0,0,0,0,YES,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,YES,1,1,1,1,1,1,10,10,10,10,10,10,"I can buy/sell all Altcoins at ""P2P exchange"".",0,0,0,0,0,0,0,0,0,0,0,,10/4/20 1:10,10/4/20 1:12,0c15b6cf5d,India,0
hj9x7qhnjm4t2tmsjhj9x746hayv7zhh,31 - 40,Female,,Others,Venezuela,2017,0,0,0,0,0,0,0,0,1,0,Yes,Lincoin,0,1,0,0,0,0,0,BTC,0,0,0,1,0,0,0,0,Nada,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,Explicar,0,1,0,0,0,0,6,6,7,7,7,8,I can add my new Altcoin (which I create) on Remitano system.,0,0,0,0,0,0,0,0,0,0,0,,9/4/20 23:03,9/4/20 23:07,d777764e08,Venezuela,0
67fuexc7e2htkepduta67fuex4firpat,26 - 30,Male,,Others,Pakistan,2020,0,1,1,1,0,0,0,0,0,0,Yes,Bitcoin,0,1,0,0,0,0,0,BTC,0,0,0,1,0,0,0,0,Fug,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,Remitano sarvice quick and fast,0,0,0,0,1,0,10,7,5,0,9,1,"I can store and deposit/withdraw all altcoins in ""Remitano wallet"".",0,0,0,0,0,0,0,0,0,0,0,,9/4/20 22:02,9/4/20 22:09,20ddf146a0,Pakistan,0
0hz0au9n3or2lkzt0hz0albvvy16vnh5,26 - 30,Male,,Others,Pakistan,2020,0,1,1,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,9/4/20 21:59,9/4/20 22:01,20ddf146a0,Pakistan,0
siwyu9zot0sxmn1zgr7foasiwyu9zo50,> 40,Male,,Malaysia,,2019,1,1,1,1,1,1,1,0,0,0,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,9/4/20 21:55,9/4/20 21:57,3e3a958148,Malaysia,0
ui2ufs71qc4v2oo9bpmui2opmmmwanlb,18 - 25,Male,,Others,kenya,2020,0,0,0,0,0,0,0,0,0,1,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,9/4/20 18:49,9/4/20 18:52,c71d61ed05,kenya,0
gamc0o5rw274h77d3xutkcgamc0on4pd,18 - 25,Male,,India,,2019,1,0,0,0,0,0,0,0,0,0,Yes,Litecoin,0,0,0,0,1,0,0,LTC,0,0,0,1,0,0,0,0,nop,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,yep,1,0,0,0,0,0,10,10,10,10,10,10,"I can buy/sell all Altcoins at ""P2P exchange"".",0,0,0,0,0,0,0,0,0,0,0,,9/4/20 17:38,9/4/20 17:41,0889bc9430,India,0
65mh3ndx74bvfinlqxc65mh3ndyzjc19,26 - 30,Male,,Malaysia,,2018,1,1,1,0,1,0,1,0,0,0,Yes,Xrp,0,1,0,0,0,0,0,BTC,1,0,0,0,0,0,0,0,the developers of project is trustable,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,Rate to swap lesser,0,1,1,0,0,0,0,10,4,2,2,5,"I can ""Swap"" from BTC / ETH / UST to all Altcoins and vice versa.",0,0,0,0,0,0,0,0,0,0,0,,9/4/20 17:27,9/4/20 17:33,0e2e60d67f,Malaysia,0
o20morl2vva20g0aw7no20morl2bog7n,26 - 30,Male,,Nigeria,,2020,0,0,0,0,0,1,0,0,1,0,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,9/4/20 17:03,9/4/20 17:04,293d7f9786,Nigeria,0
gline4mupoeh09aqqdfglinesvy6i7hb,18 - 25,Male,,Others,Pakistan,2020,0,0,0,0,0,0,0,0,0,1,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,9/4/20 15:48,9/4/20 15:50,d16d40a2fe,Pakistan,0
9jlnsdlcahqojktwcwy4x9jlnse5z5d6,26 - 30,Male,,Malaysia,,2017,0,0,0,0,0,0,1,0,0,0,Yes,Dash,1,0,0,0,0,1,0,XRP,0,0,0,0,0,0,0,0,,"Because I do believe that Gold will replace all of the blockchain and fiat system. So Altcoins will be the second money to backup the Gold. Gold will be our money soon and and no more unknown alien man to create a digital money, no more agenda. Physical world own by Gold! The hidden or the dark world? Noo that's name is cruel, lol. The fact we have seen in the world of technology now, from 2015 we have seen the madness of the money that created from human for use in the internet. So out of controlled like a mushroom growth after the rain comes. I hate my English. Everyone creating their coin. They rule by their own desire, if we see today the fiat has broken crush been destroy  smashed by their own desires. Pardon me. Never fight the nature.",65,Medium-term investment 6 months - 1 year,,Online wallets (For example: Blockchain ),,0,0,1,0,0,1,1,0,I have low invest budget,,Ripples (xrp) and Dinar Dirham Koin (DDK),Using fiat Euro through exchange.,"There's no difficult thing for my choose Altcoins coin. The difficult one or the worst one is hmm..low budget..when the rich enjoying life to a desire, then the poor man leaving his full kindness life mission ways of lights with ideas  to nowhere. The poor came back just to fulfil his dreaming and then gone.","Exchanges, remittance, peer to peer and many more.",Hmm nothing's difficult. I think it's a platform who offers buying Altcoin. We're having to much Altcoins in this earth haha finding a platform who wants to buy our choose Altcoins too limited.,"Remitano is The place for our life, no more waiting for who dont be patient like a shopper, gamer or else. Remitano offer fast trading to user who really sick to wait and wait and the price goes downnnnn n u that shoes wasn't it ursss because of platform exchange transfering money to wallet by 3 days approved or maybe 3 years....",1,1,1,1,0,0,4,7,8,10,10,10,"I can ""Invest"" in all Altcoins.",0,0,1,1,0,0,0,0,0,1,0,Fast trade secure escrow and I'm in hurry.,9/4/20 13:22,9/4/20 14:46,4dd1b7cd84,Malaysia,3
1llee4w8xdowb13i0b01lleogiujzks6,31 - 40,Male,,Others,Indonesia,2020,0,0,1,0,0,0,0,0,0,0,Yes,Doge,1,0,0,0,0,0,0,One of Altcoins I like,0,0,0,0,0,0,0,0,,Modal kecil,80,Short-term investment 1 -3 months,,Online wallets (For example: Blockchain ),,0,0,0,1,0,0,0,0,I am lack of information about potential Altcoins.,,Sangat baik,Bertukar,Tidak ada,Sangat mudah,Tidak ada,Tidak ada,0,1,0,0,0,0,9,10,5,10,10,10,I can add my new Altcoin (which I create) on Remitano system.,0,0,0,0,0,0,0,0,0,0,1,Mencoba,9/4/20 14:35,9/4/20 14:45,8f1b436982,Indonesia,1
po7iwmbywhq0iurupyo8k9po7iwpi0un,26 - 30,Male,,Others,Hmong,2020,1,1,1,1,0,0,0,0,0,1,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,9/4/20 14:32,9/4/20 14:35,2c509aaa31,Hmong,0
iqaeddl6rnqs37uiqae4807yf6puscxv,18 - 25,Male,,Nigeria,,2020,0,1,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,9/4/20 13:13,9/4/20 13:15,e22caed9ae,Nigeria,0
idma5mdcpm96p3yays5idma5mdwmhg6v,18 - 25,Male,,India,,2020,0,0,0,0,0,0,0,0,0,1,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,9/4/20 12:59,9/4/20 13:00,829bdc0a5a,India,0
e4wbylpktxkx3buoy89ffe4wbyipchz7,18 - 25,Female,,Malaysia,,2019,0,1,0,0,0,0,0,0,0,0,Yes,ethereum,0,1,0,0,0,0,0,BTC,0,0,1,0,0,0,0,0,high volume,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,lower the fees,0,0,1,0,0,0,7,7,7,7,10,8,"I can ""Swap"" from my fiat-currency to all Altcoins and vice versa.",0,0,0,0,0,0,0,0,0,0,0,,9/4/20 12:18,9/4/20 12:22,18fcf85dc2,Malaysia,0
t3w0v2k4wzjpt3w0v284xhbkmzd1ktpr,18 - 25,Female,,Vietnam,,2020,1,1,0,0,0,0,0,0,0,0,Yes,USDT,0,0,0,1,0,0,0,USDT,1,0,0,0,0,0,0,0,Rich,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,Rich,1,0,0,0,0,0,0,0,0,0,0,0,"I can buy/sell all Altcoins at ""P2P exchange"".",0,0,0,0,0,0,0,0,0,0,0,,9/4/20 10:32,9/4/20 10:36,0e93809c69,Vietnam,0
lv5vq5stvsmd3i0lv5vq5ctoxapwxl8j,> 40,Male,,Malaysia,,2019,1,1,1,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,9/4/20 10:29,9/4/20 10:33,6c83f03e67,Malaysia,0
4d63w3bcupah4di5lr08an003fi5lruu,31 - 40,Male,,Vietnam,,2020,1,1,1,1,1,1,1,1,1,1,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,9/4/20 9:15,9/4/20 9:17,1dd949d5f9,Vietnam,0
apyjsad0en2fp0oapyjst6ysabprk9q3,> 40,Male,,Others,Uganda,2020,1,1,1,1,1,1,0,0,0,0,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,9/4/20 8:48,9/4/20 8:51,76d5de3133,Uganda,0
64n266js2364n24dt4jas2372o4dmncz,18 - 25,Male,,Others,Kenya,2020,1,1,1,1,0,1,0,0,0,0,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,9/4/20 8:25,9/4/20 8:28,9c92d68297,Kenya,0
nlcuzxx8nt43p5anlcqdz0nsj9ntkn6u,31 - 40,Male,,Malaysia,,2020,0,0,0,0,0,0,0,0,0,1,Yes,XRP,0,1,0,0,0,0,0,BTC,0,0,0,0,0,1,0,0,没有,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,不,0,0,0,0,1,0,0,0,0,0,0,0,"I can store and deposit/withdraw all altcoins in ""Remitano wallet"".",0,0,0,0,0,0,0,0,0,0,0,,9/4/20 8:23,9/4/20 8:27,d28a7da5e4,Malaysia,0
z425cjam7fslz425cjjzqhha5d40dt7f,26 - 30,Male,,Nigeria,,2020,0,1,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,9/4/20 8:24,9/4/20 8:25,6610fe9adc,Nigeria,0
7gmjkqlv9vzg3a7g2h07tno56j162h0l,> 40,Male,,Malaysia,,2020,0,0,1,0,0,0,0,0,0,0,Yes,satochi,1,1,1,1,1,1,1,BTC,0,0,0,0,0,0,0,0,,i like,100,Short-term investment 1 -3 months,,Online wallets (For example: Blockchain ),,0,0,0,0,0,1,1,0,"There are more risks (scam, fraud) than Bitcoin or top coin.",,btc,i not money now,i not money,u support me sell any crypto,i dont no,help n support my trade,0,0,0,0,1,0,10,10,10,10,10,10,"I can ""Swap"" from BTC / ETH / UST to all Altcoins and vice versa.",1,0,0,0,0,0,0,0,0,0,0,coinbase,9/4/20 7:33,9/4/20 7:49,0e94f2e628,Malaysia,1
6vx1dnswrr7acaizl32z4bj86vx1dnsw,18 - 25,Male,,Others,Kenya,2020,0,0,0,0,0,0,1,0,0,0,Yes,E-Coin,0,0,1,0,0,0,0,ETH,0,0,0,0,0,1,0,0,More campaign and awareness. Advertising.,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,More liquidity,0,0,0,0,1,0,9,8,6,10,6,10,"I can ""Swap"" from my fiat-currency to all Altcoins and vice versa.",0,0,0,0,0,0,0,0,0,0,0,,9/4/20 6:53,9/4/20 6:57,1aae4effe4,Kenya,0
tunwemcrfnj1atunnltqoz8y89n07dxs,18 - 25,Male,,Others,Kenya,2020,0,0,0,0,0,0,1,0,0,0,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,9/4/20 6:52,9/4/20 6:53,1aae4effe4,Kenya,0
o29dr91n08zir89w32io29d85qjamjyv,31 - 40,Male,,Malaysia,,2019,1,1,0,0,0,0,0,0,0,0,Yes,Litecoin,0,0,0,0,1,0,0,LTC,0,1,0,0,0,0,0,0,More information about all the crytocurrency information,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,So far so good,1,1,1,1,1,0,10,10,10,10,10,6,"I can ""Invest"" in all Altcoins.",0,0,0,0,0,0,0,0,0,0,0,,9/4/20 6:01,9/4/20 6:07,278e434ed5,Malaysia,0
7hqj67mghwlvb09qa7hqj5khmydq5ncl,31 - 40,Male,,Malaysia,,2019,1,1,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,9/4/20 6:00,9/4/20 6:01,278e434ed5,Malaysia,0
fupvk1chzflymlfup9verno1vaj86t2k,26 - 30,Male,,Others,Venezuela,2018,0,0,0,0,0,0,0,0,0,1,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,9/4/20 4:44,9/4/20 4:46,a270943c26,Venezuela,0
vs9smdvq9nyxeye6dvs9smbz2rq37zx9,< 18,Female,,Others,Pakistan,2020,0,1,0,1,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,9/4/20 4:35,9/4/20 4:41,f0fbcc0b30,Pakistan,0
q5pcxlpjmu7svkajoygq5pcxvsyhqdtg,31 - 40,Male,,Nigeria,,2019,0,0,0,0,0,0,0,0,1,0,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,9/4/20 4:03,9/4/20 4:05,7e87109dc5,Nigeria,0
ag6q9n8qfccaix9qzrag6q9nii9ohiuc,18 - 25,Female,,Others,Bangladesh,2020,0,0,0,0,0,1,0,0,0,0,Yes,No,0,1,0,0,0,0,0,BTC,0,0,0,1,0,0,0,0,Am agree,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,First,0,1,0,0,0,0,1,1,1,1,2,3,"I can ""Swap"" from BTC / ETH / UST to all Altcoins and vice versa.",0,0,0,0,0,0,0,0,0,0,0,,9/4/20 3:38,9/4/20 3:43,adf4a76217,Bangladesh,0
vx09kifyidk95rojf45yvx09kifac65s,18 - 25,Male,,Others,Ghana,2020,0,0,0,0,0,0,0,0,1,0,Yes,Bitcoin,0,1,0,0,0,0,0,BTC,1,0,0,0,0,0,0,0,More easy and efficient way of investment,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,Upgrade,0,1,0,0,0,0,7,8,5,4,5,4,"I can ""Swap"" from my fiat-currency to all Altcoins and vice versa.",0,0,0,0,0,0,0,0,0,0,0,,9/4/20 2:35,9/4/20 2:45,73729a6857,Ghana,0
1gaezduwow3sm3xnl1gaezdle97aeq4t,18 - 25,Male,,Nigeria,,2020,0,0,0,0,0,0,0,0,0,1,Yes,Cyptocurencies,0,1,0,0,0,0,0,BTC,0,0,0,0,1,0,0,0,When I become a senior trader,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,Nothing,0,1,0,0,0,0,5,10,10,10,10,10,"I can ""Swap"" from BTC / ETH / UST to all Altcoins and vice versa.",0,0,0,0,0,0,0,0,0,0,0,,9/4/20 1:12,9/4/20 1:20,34e818fdd2,Nigeria,0
1ccx8mge6j124ubmzw61ccx8mck6pzqg,18 - 25,Male,,Nigeria,,2020,0,0,0,0,0,0,0,0,0,1,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,9/4/20 1:08,9/4/20 1:09,bf782d6058,Nigeria,0
1pxemmx9rt46bt1pxemibrz3qozc9ess,18 - 25,Male,,Vietnam,,2020,1,1,1,1,0,0,0,0,0,0,Yes,WAX,1,0,0,0,0,0,0,ETH,0,0,0,0,0,0,0,0,,Idk because they cheap ?,20,Long-term investment more than 1 year,,Cold wallets,,0,1,0,0,0,0,0,0,The exchange is low liquidity.,,WAX,No idea,Hard to buy,Probably exchange it on other site,Bruh wtf,Idk,1,0,0,0,0,0,10,10,10,10,10,0,"I can buy/sell all Altcoins at ""P2P exchange"".",1,1,0,0,0,0,0,0,0,0,0,Stop it im tired,8/4/20 23:52,8/4/20 23:55,8397e64b08,Vietnam,2
tup8dtzuonet9hktup8ti94oya0wd0df,> 40,Male,,Malaysia,,2017,0,0,0,0,0,0,0,0,0,1,Yes,Ada,0,1,0,0,0,0,0,BTC,1,1,1,1,1,1,1,0,If i got more money,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,For now It good,1,1,1,0,1,0,9,9,9,9,9,0,"I can ""Swap"" from my fiat-currency to all Altcoins and vice versa.",0,0,0,0,0,0,0,0,0,0,0,,8/4/20 23:27,8/4/20 23:36,7401af3ccf,Malaysia,0
teq9ru9a7i605jjteq9rpp6585xcr2bt,18 - 25,Male,,Nigeria,,2020,0,0,0,0,0,0,0,1,0,0,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,8/4/20 23:14,8/4/20 23:16,acf1588678,Nigeria,0
gcpagxzkacg1e9giw6qqjgcpagiabq2b,26 - 30,Male,,Nigeria,,2020,0,1,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,8/4/20 22:45,8/4/20 22:48,3687b5514c,Nigeria,0
