#,What age range do you have?,What is your gender?,Other,Where are you from?,Other.1,When did you join Remitano?,Buy Coins,Sell Coins,Withdraw coins,Deposit Coins,Swap,Invest,Read articles on Forum,Participate in minigame on Forum,Not using any of the above features,Used all,Have you know about Altcoins?,Name at least 1 Altcoin you have known 🧐,Altcoins,BTC,ETH,USDT,LTC,XRP,BCH,"If you could only choose 1 coin, which one would you invest? (choose only 1)","Because there are more risks (scam, fraud) than Bitcoin or top coin.",Because I got difficulty to own and store Altcoins.,Because of low liquidity.,Because I have a litte money.,Because I am lack of information about potential Altcoins.,Because the crypto exchange platforms I'm using don't have the Altcoins which I want to buy.,Because the budget of crypto market is very small in my portfolio.,Other.2,What will help you change your mind and be willing to invest Altcoin?,Why did you choose to invest Altcoins?,How many percentage of total budget are you going to invest in Altcoin? (type the number 0 - 100),What is your strategy in the altcoin investment ? (choose only 1),Other.3,Where do you store your altcoin? (choose only 1),Other.4,I got difficulties in owning and storing Altcoins.,The exchange is low liquidity.,I have low invest budget,I am lack of information about potential Altcoins.,The crypto exchange platforms I'm using don't have the Altcoins which I want to buy.,The budget of crypto market is very small in my portfolio.,"There are more risks (scam, fraud) than Bitcoin or top coin.",Other.5,Which is the most difficult thing? (choose 1),Other.6,"Name the most potential Altcoins you can't miss, you should invest now.",How did you buy Altcoins?,What is the most difficult thing about buying Altcoins?,"If you have Altcoin, how did you sell Altcoins?",What is the most difficult thing about selling Altcoin?,"In your opinion, what should Remitano do to help you trade Altcoins easily?","I can buy/sell all Altcoins at ""P2P exchange"".","I can ""Swap"" from BTC / ETH / UST to all Altcoins and vice versa.","I can ""Swap"" from my fiat-currency to all Altcoins and vice versa.","I can ""Invest"" in all Altcoins.","I can store and deposit/withdraw all altcoins in ""Remitano wallet"".",I can add my new Altcoin (which I create) on Remitano system.,"I can buy/sell all Altcoins at ""P2P exchange""..1","I can ""Swap"" from BTC / ETH / UST to all Altcoins and vice versa..1","I can ""Swap"" from my fiat-currency to all Altcoins and vice versa..1","I can ""Invest"" in all Altcoins..1","I can store and deposit/withdraw all altcoins in ""Remitano wallet""..1",I can add my new Altcoin (which I create) on Remitano system..1,"If there is only 1 vote, which one do you prefer?",Coinbas và Coinbase Pro,Bittrex,Changelly,Binance,Kraken,BitMEX,KuCoin,Huobi Pro,Bitpanda,Remitano,Other.7,Why did you choose this crypto exchange?,Start Date (UTC),Submit Date (UTC),Network ID,country,crypto exchange
wh1nhdpezaih8d33lpwh1nhto5kbpgzg,26 - 30,Male,,Nigeria,,2020,0,0,0,0,0,1,0,0,0,0,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,1/4/20 21:26,1/4/20 21:27,0df95b553f,Nigeria,0
wypfeu9iti9ehwypf99d6ln3lclwcpxh,18 - 25,Male,,Nigeria,,2020,0,1,1,1,0,1,0,0,0,0,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,1/4/20 21:24,1/4/20 21:26,bb98263e44,Nigeria,0
r377736wwf9lscfvj8r377x9n1g4kn6w,18 - 25,Female,,Others,Tunisia,2018,0,0,0,0,0,0,0,0,1,0,Yes,Bitcoin,0,1,0,0,0,0,0,BTC,1,0,0,0,0,0,0,0,I don't know,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,Im so happy,1,0,0,0,0,0,10,10,10,10,10,9,"I can buy/sell all Altcoins at ""P2P exchange"".",0,0,0,0,0,0,0,0,0,0,0,,1/4/20 21:08,1/4/20 21:12,54ce0109e4,Tunisia,0
qm1spb5eiqzpfrsbq6qm1spb5hodwiuc,26 - 30,Male,,Nigeria,,2020,1,1,1,1,0,0,0,0,0,0,Yes,Komodo,1,1,0,0,1,0,0,LTC,0,0,0,0,0,0,0,0,,The have potential to grow,50,Short-term investment 3-6 months,,On the exchange platform,,0,0,0,0,1,0,0,0,The crypto exchange platforms I'm using don't have the Altcoins which I want to buy.,,XMR ADA EOS DASH XTZ,P2P,I can’t find we’re to buy them,P2P,not finding who to sell to,Make them available on there platform,1,1,1,0,0,0,10,0,5,0,10,0,"I can buy/sell all Altcoins at ""P2P exchange"".",0,0,0,1,0,0,0,0,0,1,0,Cos of it P2P,1/4/20 20:54,1/4/20 21:11,eed73b34ed,Nigeria,2
k7howf8dfij2mn228hk7how6hie93vcy,26 - 30,Male,,Nigeria,,2017,1,1,1,1,0,0,0,0,0,0,Yes,Xrp,0,0,0,0,0,1,0,ETH,1,0,0,0,0,0,0,0,Stable exchange,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,..,1,0,0,0,0,0,8,5,7,4,8,8,"I can buy/sell all Altcoins at ""P2P exchange"".",0,0,0,0,0,0,0,0,0,0,0,,1/4/20 20:58,1/4/20 21:02,d315a0184b,Nigeria,0
902jk43690fzp3o8ab902jkstyylypbj,18 - 25,Male,,Nigeria,,2017,1,0,1,1,1,0,0,0,0,1,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,1/4/20 20:51,1/4/20 20:54,f85e75a3ad,Nigeria,0
wzau3o7v3v2d4fqenswzau3os6wh5fsl,18 - 25,Male,,Nigeria,,2020,0,1,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,1/4/20 20:47,1/4/20 20:48,dd195cad6c,Nigeria,0
xbq79yfn7azmemoksskxbq76lraa77ed,> 40,Male,,Vietnam,,2018,1,1,1,1,0,1,0,0,0,0,Yes,"ripple, tron, stellar, eos, cardano, litecoin, binance",1,1,0,0,1,0,1,BTC,0,0,0,0,0,0,0,0,,"Because BTC is the main coin used to buy other alcoins.
After Bitcoin plummeted this time, it will increase again, making the alcoin prices will increase many times, so I decided to invest at this point is appropriate.",10,Long-term investment more than 1 year,,On the exchange platform,,0,0,1,1,0,0,0,0,The budget of crypto market is very small in my portfolio.,,"Tron, Stellar, Cardano, Eos",10% bugget,no,no,low price,yes,0,1,0,1,0,0,9,9,10,10,10,10,"I can buy/sell all Altcoins at ""P2P exchange"".",1,1,0,1,0,0,0,0,0,0,0,good,1/4/20 20:10,1/4/20 20:24,c59491bce2,Vietnam,3
rsmhw9dtrzr05r52puyry6rsmhw9dqfb,> 40,Male,,Malaysia,,2017,0,0,1,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,1/4/20 20:01,1/4/20 20:03,6.73E+59,Malaysia,0
nwyhsadtlhljpnnwyhsa7frceu49h0vd,18 - 25,Male,,Nigeria,,2018,0,1,1,1,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,1/4/20 20:00,1/4/20 20:02,768d01f9b2,Nigeria,0
7u2b3biu8n7478sqg7u2b3sxnuo6f3vi,> 40,Male,,Malaysia,,2018,1,0,1,0,0,0,0,0,0,0,Yes,Tron,1,0,0,0,0,0,0,One of Altcoins I like,0,0,0,0,0,0,0,0,,Many altcoins have potential and price is more low to make me buying to hold.,65,Short-term investment 1 -3 months,,Online wallets (For example: Blockchain ),,0,0,0,0,0,1,0,0,"There are more risks (scam, fraud) than Bitcoin or top coin.",,Tron,Exchange,Not many exchange have a stable wallet.,Exchange,Not have many exchanger platform,Please do more altcoins wallet in future.,1,0,0,0,1,0,10,8,8,10,10,5,"I can ""Swap"" from BTC / ETH / UST to all Altcoins and vice versa.",0,0,0,1,0,0,0,0,0,1,0,Fast and easier,1/4/20 19:45,1/4/20 19:58,d17dcd3556,Malaysia,2
q2ckg8fqwd1z5ye85t6pb0q2ckg8fp9s,26 - 30,Male,,Nigeria,,2018,0,1,0,1,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,1/4/20 19:51,1/4/20 19:55,ded33ceba1,Nigeria,0
6mobq8itayasy2uyu6mois63q4co1kvc,18 - 25,Male,,Nigeria,,2020,0,1,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,1/4/20 19:52,1/4/20 19:54,495d81def5,Nigeria,0
y1cl61r8pit2v3sqguvty1cl61elj8cv,18 - 25,Male,,Malaysia,,2020,1,1,1,1,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,1/4/20 19:51,1/4/20 19:53,6c7a93c649,Malaysia,0
yhgjyth1he1jyhggoavxyb61974r5qu2,18 - 25,Male,,Others,Tanzania,2019,0,0,0,0,0,0,0,0,0,1,Yes,Dogecoin,1,0,0,0,0,0,0,One of Altcoins I like,0,0,0,0,0,0,0,0,,Dogecoin,60,Long-term investment more than 1 year,,Online wallets (For example: Blockchain ),,0,1,0,0,0,0,0,0,The exchange is low liquidity.,,Dogecoin,Through Mastercard,Exchange,Through exchange them with bitcoin,Until You exchange them With Main Coin...Time Consuming,They Should list Some Altcoins,1,1,1,1,1,1,10,10,10,10,10,10,"I can ""Swap"" from my fiat-currency to all Altcoins and vice versa.",0,0,0,0,0,0,0,0,0,1,0,Last Year,1/4/20 19:35,1/4/20 19:44,728d919625,Tanzania,1
8ad20cbqf1onju3ac8ad2019gt5v94y2,26 - 30,Male,,Others,pakistan,2017,0,0,0,0,0,1,0,0,0,0,Yes,Bitcoin,0,1,0,0,0,0,0,BTC,0,0,0,1,0,0,0,0,i have no more money,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,yes,0,1,0,0,0,0,10,10,10,8,7,6,"I can ""Swap"" from BTC / ETH / UST to all Altcoins and vice versa.",0,0,0,0,0,0,0,0,0,0,0,,1/4/20 19:35,1/4/20 19:39,47f92f0ed6,pakistan,0
u0zmm6q75v5ds8phnej2c0u0zmm6qjmf,26 - 30,Female,,Malaysia,,2020,1,1,1,1,1,1,1,0,0,0,Yes,Tron (TRX),1,1,1,0,0,0,0,BTC,0,0,0,0,0,0,0,0,,Altcoins have a considerably lower market cap than Btc and so there canpotensially be large gains.,70,Short-term investment 3-6 months,,Online wallets (For example: Blockchain ),,1,1,0,0,1,0,0,0,The crypto exchange platforms I'm using don't have the Altcoins which I want to buy.,,Trx,Binance,Beginner trader,Send altcoins from wallet to poloniex,From wallet to another platform,"Remitano perlu ada kemudahan untuk penyimpanan altcoins, jual dan beli, dan pelaburan.",1,1,1,1,1,1,10,10,10,10,10,10,"I can store and deposit/withdraw all altcoins in ""Remitano wallet"".",0,0,0,0,0,0,0,0,1,0,0,Safety,1/4/20 18:54,1/4/20 19:31,c54de7c8b8,Malaysia,1
7lxv4yi54qor63qog3itr7lxva9qmuol,31 - 40,Male,,Nigeria,,2020,1,1,1,1,0,0,0,0,0,0,Yes,LTC,0,0,1,0,0,0,0,ETH,0,0,0,1,0,0,0,0,If I have the needed money,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,Borrow some funds or dash if possible,1,0,0,0,0,0,1,10,10,10,10,10,"I can ""Swap"" from BTC / ETH / UST to all Altcoins and vice versa.",0,0,0,0,0,0,0,0,0,0,0,,1/4/20 19:22,1/4/20 19:30,fa749f859a,Nigeria,0
45voy1in196frp2wr45voyj730kynapl,31 - 40,Female,,Malaysia,,2019,1,1,1,0,0,0,1,0,0,0,Yes,Bitcoin Cash,0,1,0,0,0,0,1,BTC,1,0,1,0,1,0,0,0,The potential of the Altcoins itself,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,Find an interest for people to use it,1,1,1,1,1,0,10,10,10,10,10,5,"I can ""Swap"" from my fiat-currency to all Altcoins and vice versa.",0,0,0,0,0,0,0,0,0,0,0,,1/4/20 19:17,1/4/20 19:25,fff2763aba,Malaysia,0
ijla2c76am0jen00prijla2c7sbc035g,31 - 40,Male,,Malaysia,,2017,1,1,0,0,0,1,0,0,0,1,Yes,Digibyte,0,0,0,0,0,1,0,XRP,1,0,0,0,0,0,0,0,When virus kill money,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,Do live chat,1,0,0,0,0,0,10,10,10,10,10,10,I can add my new Altcoin (which I create) on Remitano system.,0,0,0,0,0,0,0,0,0,0,0,,1/4/20 18:51,1/4/20 18:57,a199043a80,Malaysia,0
sxdhynron4ov74vzrkosxdh7evgotas5,18 - 25,Female,,Malaysia,,2020,1,1,1,1,1,1,1,1,0,0,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,1/4/20 18:52,1/4/20 18:54,c54de7c8b8,Malaysia,0
yl82ttcj6q4d40aois6yl8yjby4ne4ur,18 - 25,Male,,Vietnam,,2018,0,0,0,0,0,0,0,0,0,1,Yes,Bitcoin,0,1,0,0,0,0,0,BTC,1,0,0,0,0,0,0,0,It helps me get rich,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,Remitano can add a discussion forum so I have more knowledge to invest in coins,0,1,0,0,0,0,8,10,8,7,10,10,"I can ""Swap"" from BTC / ETH / UST to all Altcoins and vice versa.",0,0,0,0,0,0,0,0,0,0,0,,1/4/20 18:32,1/4/20 18:39,4e9d968fe6,Vietnam,0
ll2w7jcrqx2aw6saw6zqll2bt7e0trq5,18 - 25,Male,,Others,Pakistan,2020,0,0,1,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,1/4/20 18:32,1/4/20 18:33,0a63a26ed9,Pakistan,0
v07bndbi3kn62da19v07bn3phldoij1a,31 - 40,Male,,Others,Pakistan,2017,1,0,0,0,1,1,0,0,0,0,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,1/4/20 18:19,1/4/20 18:22,29b5df3d48,Pakistan,0
wu35imbdee4iu8y64biskpwu35i093xs,> 40,Male,,Malaysia,,2017,0,0,0,1,0,0,0,0,0,0,Yes,waves,0,0,0,0,0,1,0,XRP,1,0,0,0,0,0,0,0,Trade more coin in remitano,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,Trade in MT5,1,0,0,0,0,0,10,10,10,10,10,10,"I can buy/sell all Altcoins at ""P2P exchange"".",0,0,0,0,0,0,0,0,0,0,0,,1/4/20 18:10,1/4/20 18:19,cdf156a3f8,Malaysia,0
u6aq0b594r2yy20tjeyu6aq09m7cp46n,18 - 25,Male,,Nigeria,,2020,1,1,0,0,1,1,0,0,0,0,Yes,Binance coin,0,1,0,0,0,0,0,BTC,0,0,1,0,0,0,0,0,When the price increases,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,Profit on regular basis,0,1,0,0,0,0,10,10,10,10,10,10,"I can buy/sell all Altcoins at ""P2P exchange"".",0,0,0,0,0,0,0,0,0,0,0,,1/4/20 18:14,1/4/20 18:18,ca2fe2b675,Nigeria,0
16mz28hi31ygnwz7urj16mz2r4wkaqnz,> 40,Male,,Malaysia,,2018,1,1,1,1,1,0,0,0,0,0,Yes,Nmc,0,1,0,0,0,0,0,BTC,1,0,0,0,0,0,0,0,Strong company profile,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,Better rate,1,1,1,0,0,0,10,10,10,10,10,10,"I can buy/sell all Altcoins at ""P2P exchange"".",0,0,0,0,0,0,0,0,0,0,0,,1/4/20 18:02,1/4/20 18:06,1f9a47dbec,Malaysia,0
1ptyezrrjwhlkxn1ptyx4w40x3v0btij,26 - 30,Male,,Malaysia,,2020,1,1,1,0,0,0,0,0,0,0,Yes,Altcoin,1,1,1,1,1,1,1,One of Altcoins I like,0,0,0,0,0,0,0,0,,because its mother of all crypto coin,50,Medium-term investment 6 months - 1 year,,Online wallets (For example: Blockchain ),,0,0,1,0,0,0,0,0,I have low invest budget,,it will 'boom',remitano,find the proper buyers,remitano,find the buyers,its easier,1,1,1,1,1,1,10,10,10,10,10,10,"I can ""Invest"" in all Altcoins.",0,0,0,0,0,0,0,0,0,1,0,its easier,1/4/20 17:53,1/4/20 18:04,f907d4de53,Malaysia,1
23otha1ff89taim23mm21m0rw934jy14,31 - 40,Male,,Malaysia,,2019,1,1,1,1,0,0,0,0,0,0,Yes,ripple,0,1,1,0,1,1,1,XRP,0,0,0,0,0,0,1,0,I want to save for the future,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,add more digital currencies into the app,1,0,0,1,1,0,7,8,8,10,10,10,"I can buy/sell all Altcoins at ""P2P exchange"".",0,0,0,0,0,0,0,0,0,0,0,,1/4/20 17:54,1/4/20 18:03,3935306a63,Malaysia,0
2us96lnk8t0wx4vg7f2us96lw10o618m,26 - 30,Male,,Malaysia,,2020,1,1,1,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,1/4/20 17:51,1/4/20 17:52,f907d4de53,Malaysia,0
v6cpk909aeyug4rfamv6cpk90e6yl5je,26 - 30,Male,,India,,2018,1,1,1,1,1,0,0,0,0,0,Yes,Bnb,0,1,0,0,0,0,0,BTC,1,0,0,0,0,0,0,0,More Stability in price and more usage,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,Open trade options for altcoin,1,1,0,0,0,0,8,8,8,0,0,9,"I can buy/sell all Altcoins at ""P2P exchange"".",0,0,0,0,0,0,0,0,0,0,0,,1/4/20 17:45,1/4/20 17:50,bcc73c7258,India,0
v19vk96kv3k7d7tn40env19vk2bgds0v,18 - 25,Male,,Nigeria,,2018,1,1,0,0,0,0,1,0,0,0,Yes,Eos,0,1,1,0,0,0,0,BTC,1,0,0,0,0,0,0,0,If the coin appreciate more than BTC,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,To include the exchange platform in my country.,1,0,0,0,0,1,10,0,2,8,9,6,"I can buy/sell all Altcoins at ""P2P exchange"".",0,0,0,0,0,0,0,0,0,0,0,,1/4/20 17:28,1/4/20 17:43,40c3513b2e,Nigeria,0
urje7h4msf7d5up6fy0urjejzkjzn0nq,> 40,Male,,Malaysia,,2018,1,0,0,0,0,0,0,0,0,0,Yes,a,0,1,0,0,0,0,0,BTC,0,1,0,0,0,0,0,0,yes,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,store withdraw buy and sell,1,1,1,0,1,0,8,8,9,9,9,9,"I can store and deposit/withdraw all altcoins in ""Remitano wallet"".",0,0,0,0,0,0,0,0,0,0,0,,1/4/20 17:26,1/4/20 17:34,c03e80ae3e,Malaysia,0
hy401y8uxowfbc7v9ihy401hpiv79aef,18 - 25,Female,,Nigeria,,2020,0,0,0,0,0,0,0,0,1,0,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,1/4/20 17:32,1/4/20 17:34,a6c9353a42,Nigeria,0
2skphe4kf3xjvxgu29o2skphezsm9gkv,31 - 40,Male,,Malaysia,,2018,1,1,1,1,0,1,0,0,0,0,Yes,Electroneum,1,1,1,0,1,1,0,XRP,0,0,0,0,0,0,0,0,,Better returns,90,Short-term investment 3-6 months,,Online wallets (For example: Blockchain ),,0,0,1,0,0,0,0,0,I have low invest budget,,"Ripple, Electroneum",In exchanger,Low budget,"Most probably, no. Will invest for short term.",The exchanger itself not having the Altcoin that I want.,List the potential Altcoin by selecting it on big exchanger,1,1,1,1,1,1,10,10,10,10,10,10,I can add my new Altcoin (which I create) on Remitano system.,1,0,0,1,0,0,1,0,0,1,0,It has large Altcoint,1/4/20 17:19,1/4/20 17:30,c58187dded,Malaysia,4
1fce0b0nru2ajkwrww1fce003b61zhb6,18 - 25,Male,,India,,2020,0,1,1,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,1/4/20 17:29,1/4/20 17:30,e43a623263,India,0
552jchmw8dbg279drsbzwj552jchwpyb,31 - 40,Male,,Malaysia,,2019,0,1,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,1/4/20 17:23,1/4/20 17:26,2635cb52aa,Malaysia,0
tf0ucqg8ummju1q5tf0wx3vb713bk23v,26 - 30,Male,,Malaysia,,2017,1,1,0,1,0,0,0,0,0,0,Yes,Ethereum USDT,0,1,0,0,0,0,0,BTC,0,0,0,0,0,1,0,0,Profit proven,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,Swap with Lower fee,1,1,0,0,0,0,10,10,10,10,10,10,"I can ""Swap"" from BTC / ETH / UST to all Altcoins and vice versa.",0,0,0,0,0,0,0,0,0,0,0,,1/4/20 17:11,1/4/20 17:15,eaf77e573e,Malaysia,0
g5p077mz3tmtc86ang5p078vcsv4cizh,26 - 30,Male,,India,,2016,1,1,1,1,1,0,0,0,0,0,Yes,Xrp,0,1,0,1,0,1,1,BTC,1,0,0,0,1,0,0,0,Nothing can Change my Mind ..I know Altcoins are Shit !,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,Fees and Global Liquidity,1,1,0,0,0,0,9,10,9,9,8,0,"I can buy/sell all Altcoins at ""P2P exchange"".",0,0,0,0,0,0,0,0,0,0,0,,1/4/20 16:54,1/4/20 16:58,2c5cd2c11c,India,0
m3jjwcpjd39ttj2lfon7rim3jjwewdos,31 - 40,Male,,Others,Pakistan,2020,1,1,1,1,1,1,0,0,0,0,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,1/4/20 16:53,1/4/20 16:55,f2ef050f47,Pakistan,0
jke7r2j46tvmqvu7vjke7r69ia7qzq9i,26 - 30,Male,,Nigeria,,2020,0,0,0,0,0,0,0,0,1,0,Yes,Cardano (Ada),0,0,1,0,0,0,1,BCH,0,1,0,0,1,0,0,0,If there are more invertor in it just like other top coins,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,If there will be a live trading section for it.,0,1,1,0,1,0,10,10,10,8,9,9,"I can ""Swap"" from my fiat-currency to all Altcoins and vice versa.",0,0,0,0,0,0,0,0,0,0,0,,1/4/20 16:31,1/4/20 16:48,927ddeae1f,Nigeria,0
wj4oec02ruvh99zwj4oy6vktr706euud,18 - 25,Male,,Vietnam,,2020,1,1,0,0,0,0,1,0,0,0,Yes,EOS,1,0,1,0,1,1,0,ETH,0,0,0,0,0,0,0,0,,Tôi nghĩ nó sẽ mang lại lợi nhuận cho Tôi,70,Short-term investment 1 -3 months,,Online wallets (For example: Blockchain ),,0,0,1,0,0,0,0,0,I have low invest budget,,"EOS, ATUM",Có thật nhiều USD,Không có khó khăn,Tôi chưa sở hữu Altcoin,Tôi chưa sở hữu Altcoin nào,Thêm Altcoin vào danh mục Đầu tư trên Reminato,1,0,0,1,1,1,10,10,10,10,10,10,"I can ""Swap"" from my fiat-currency to all Altcoins and vice versa.",0,0,0,1,0,0,0,0,0,0,0,No sẽ mang lại lợi nhuận cho Tôi,1/4/20 16:30,1/4/20 16:41,5c19cb696e,Vietnam,1
mri8l5fspnk3866o6t2fw3mri8l5xzbc,18 - 25,Male,,Others,Ghana,2020,0,0,0,0,0,0,0,0,1,0,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,1/4/20 16:35,1/4/20 16:37,ce78be17f6,Ghana,0
w9ng2g3v7q3t9caf0vcw9ng2af87yc1h,26 - 30,Male,,Others,Pakistan,2020,1,1,1,1,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,1/4/20 16:34,1/4/20 16:36,9b73807ccc,Pakistan,0
sqhve8b9fw5s2gyfsqhve87q1www70z7,18 - 25,Male,,Vietnam,,2020,0,0,0,0,0,0,0,0,0,1,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,1/4/20 16:31,1/4/20 16:33,59833385fa,Vietnam,0
cgz2lmyohtakkrk6cgz2lmc2xvg9ou2p,18 - 25,Male,,Vietnam,,2020,1,1,0,0,0,0,1,0,0,0,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,1/4/20 16:27,1/4/20 16:29,5c19cb696e,Vietnam,0
pxzxfo891elmx0vjpxzxfom95lkjo966,31 - 40,Male,,Nigeria,,2017,1,1,1,0,0,0,0,0,0,0,Yes,ETH,0,1,1,0,0,0,0,BTC,0,0,0,0,1,0,0,0,More awareness,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,Create more awareness about Altcoin,1,1,1,0,1,0,10,10,9,5,10,1,"I can buy/sell all Altcoins at ""P2P exchange"".",0,0,0,0,0,0,0,0,0,0,0,,1/4/20 16:20,1/4/20 16:28,15990b871e,Nigeria,0
88z3mpsf9v2kid3yjj33g88z3mprxe9p,31 - 40,Male,,Nigeria,,2017,0,1,1,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,1/4/20 16:22,1/4/20 16:24,4a217065ca,Nigeria,0
